# Date:     2019-03-06 15:23:46
# Database: cvs
# Target:   lmc_cepheids
# Query:    I>=8 and I<=30 
# Objects:  3344
# Columns:
# ID	Field	StarID	I	V	P_1	dP_1	A_1
 1666	 100.3	94497	16.685	17.329	0.8196489	0.0000014	0.167
 1667	 103.3	31175	14.239	14.958	6.3903019	0.0000037	0.533
 1668	 103.3	31197	15.089	15.797	3.8856076	0.0000014	0.553
 1669	 103.3	95302	15.598	16.164	1.6705434	0.0000011	0.235
 1670	 105.2	10522	15.109	15.900	4.1549918	0.0000123	0.278
 1671	 103.4	101924	15.824	16.507	1.3642921	0.0000013	0.125
 1672	 103.4	33077	15.182	16.004	4.2641243	0.0000031	0.367
 1673	 101.4	37117	16.187	16.744	1.0812781	0.0000019	0.260
 1674	 100.3	94238	15.353	16.117	3.3717726	0.0000082	0.241
 1675	 101.2	52021	18.176	18.708	0.3206109	0.0000006	0.163
 1676	 100.4	87358	15.589	16.328	2.6427214	0.0000024	0.444
 1678	 103.3	31180	14.254	14.979	6.4155908	0.0000045	0.571
 1679	 103.1	58955	16.798	18.295	1.7414196	0.0000025	0.180
 1680	 104.4	67256	14.947	15.748	4.4984237	0.0000042	0.339
 1681	 103.2	78255	16.435	17.014	0.8962755	0.0000011	0.197
 1682	 103.2	25639	15.043	16.069	5.4802109	0.0000060	0.369
 1683	 103.4	33224	15.461	16.027	1.6210587	0.0000008	0.294
 1684	 103.1	58846	15.699	16.541	2.8518898	0.0000010	0.511
 1685	 104.4	67263	14.903	15.561	2.6679239	0.0000039	0.187
 1686	 103.2	25757	15.603	16.518	3.3832200	0.0000018	0.431
 1687	 106.3	15410	15.272	15.892	3.0436661	0.0000048	0.540
 1688	 103.2	25766	15.569	16.379	3.0921063	0.0000014	0.513
 1689	 103.2	78301	16.741	17.394	0.8094932	0.0000009	0.198
 1690	 104.4	67214	14.602	15.334	3.7743295	0.0000107	0.184
 1691	 102.2	17683	16.523	17.142	0.8923930	0.0000015	0.169
 1692	 103.2	25795	15.819	16.724	2.9340257	0.0000014	0.425
 1693	 103.2	25800	16.141	17.055	1.6639538	0.0000018	0.174
 1694	 103.2	80749	18.126	18.752	0.3468149	0.0000003	0.144
 1695	 103.2	78114	15.558	16.219	1.8457180	0.0000015	0.266
 1696	 103.3	31397	15.434	16.065	1.9965025	0.0000027	0.179
 1697	 103.2	78129	15.520	16.226	3.0160685	0.0000012	0.542
 1698	 100.2	123464	15.828	16.520	1.5955712	0.0000015	0.175
 1699	 102.4	14726	16.660	17.292	0.8242654	0.0000011	0.194
 1700	 103.1	58878	15.900	16.804	2.6060163	0.0000010	0.530
 1701	 103.4	101871	14.763	15.330	2.6299989	0.0000055	0.074
 1702	 103.2	25674	15.030	15.457	2.8834508	0.0000031	0.281
 1703	 101.3	49397	16.864	17.471	1.2900238	0.0000073	0.289
 1704	 100.1	133908	15.376	16.057	1.8820681	0.0000049	0.180
 1705	 103.1	68083	15.773	16.503	1.6951545	0.0000013	0.253
 1706	 100.2	55727	14.669	15.522	4.1911147	0.0000075	0.206
 1707	 104.2	24019	15.458	16.129	2.5790389	0.0000013	0.639
 1708	 103.3	49167	18.179	18.699	0.2419824	0.0000001	0.190
 1709	 103.1	27759	15.550	16.305	2.8829357	0.0000016	0.490
 1710	 103.3	47832	16.536	17.225	0.8885263	0.0000015	0.159
 1711	 103.3	47605	14.677	15.526	2.9189534	0.0000047	0.122
 1712	 105.4	44836	15.290	15.968	2.5359015	0.0000038	0.220
 1713	 105.2	15917	15.142	15.913	4.0155569	0.0000302	0.160
 1714	 103.4	50480	14.465	15.070	3.4006022	0.0000041	0.236
 1715	 103.4	118829	15.154	15.927	3.8693142	0.0000030	0.299
 1716	 102.4	14422	15.435	16.568	4.9711662	0.0000084	0.582
 1717	 100.2	55782	15.041	15.618	3.3215300	0.0000066	0.227
 1718	 100.2	55731	14.511	15.190	2.4809572	0.0000206	0.128
 1719	 102.4	14424	14.804	16.308	10.4872183	0.0000550	0.502
 1720	 104.4	32350	16.340	16.998	1.0706744	0.0000011	0.189
 1721	 100.2	123415	15.354	16.071	3.1175556	0.0000022	0.323
 1722	 100.2	56100	16.641	17.266	0.7216560	0.0000007	0.108
 1723	 101.2	58846	16.186	16.835	1.1627186	0.0000017	0.198
 1724	 103.3	112252	15.345	16.013	2.9886499	0.0000014	0.458
 1725	 104.2	57692	16.419	17.060	1.0181206	0.0000009	0.192
 1726	 100.2	123421	15.229	15.741	1.8072793	0.0000029	0.094
 1727	 101.1	72281	14.425	15.228	6.3168851	0.0000172	0.445
 1728	 100.2	55791	15.341	16.085	3.2678045	0.0000018	0.426
 1729	 103.2	91928	15.684	16.537	3.0110090	0.0000013	0.472
 1730	 102.2	17381	14.911	15.722	4.6088329	0.0000100	0.355
 1731	 104.4	32369	16.193	16.799	1.0812682	0.0000009	0.214
 1732	 103.2	38461	15.477	16.285	3.0920051	0.0000015	0.400
 1733	 103.1	68577	17.664	18.200	0.3896132	0.0000002	0.239
 1734	 103.4	119952	17.036	17.583	0.5901103	0.0000004	0.157
 1735	 104.2	24038	15.495	16.230	2.9999700	0.0000261	0.355
 1736	 103.2	92158	16.264	17.446	2.8584512	0.0000021	0.352
 1737	 103.1	27729	15.063	15.821	3.9023397	0.0000018	0.452
 1738	 104.1	18853	15.067	15.677	2.3309548	0.0000025	0.269
 1739	 100.1	57504	14.570	15.300	5.6390069	0.0000048	0.325
 1740	 100.1	134101	16.258	16.949	1.1510605	0.0000009	0.172
 1741	 103.2	38641	17.052	17.664	0.6750500	0.0000005	0.180
 1742	 103.1	68053	14.835	15.528	2.7977249	0.0000106	0.222
 1743	 104.4	79452	15.610	16.359	2.8791690	0.0000015	0.432
 1744	 103.1	68147	15.547	16.271	1.9169602	0.0000029	0.185
 1745	 101.1	72320	15.315	16.026	3.2143352	0.0000065	0.245
 1746	 103.1	68150	15.412	16.174	3.2492287	0.0000013	0.558
 1747	 161.5	29	15.233	15.871	2.1862788	0.0000048	0.217
 1748	 162.5	1	14.267	14.977	6.6320016	0.0000053	0.547
 1749	 161.7	54	15.213	15.997	3.7119707	0.0000033	0.291
 1750	 161.5	45978	14.373	15.243	4.7449857	0.0000250	0.243
 1751	 160.6	20	15.239	16.014	3.6067220	0.0000053	0.384
 1752	 161.8	72	15.055	15.589	2.2477350	0.0000020	0.192
 1753	 162.6	175	15.573	16.288	2.5745626	0.0000014	0.393
 1754	 163.6	192	16.871	17.548	0.7113208	0.0000004	0.185
 1755	 103.1	27845	15.631	16.372	2.7191106	0.0000013	0.351
 1756	 162.7	71957	14.697	15.612	5.7388740	0.0000073	0.322
 1757	 104.4	79359	15.167	16.017	3.8598599	0.0000036	0.605
 1758	 163.5	60861	15.278	16.020	3.1671511	0.0000016	0.517
 1759	 104.4	79360	15.414	16.025	2.0151852	0.0000028	0.235
 1760	 163.5	60864	15.092	15.823	4.5294034	0.0000053	0.515
 1761	 163.5	60865	15.394	16.124	3.2327071	0.0000030	0.541
 1762	 163.5	60866	15.441	16.127	3.0703847	0.0000020	0.504
 1763	 162.5	80642	15.182	15.805	2.2382714	0.0000027	0.192
 1764	 104.4	79490	15.547	16.277	2.9730942	0.0000016	0.483
 1765	 163.5	60957	15.649	16.587	3.3546296	0.0000029	0.444
 1766	 106.1	14051	15.097	15.667	2.1964949	0.0000089	0.192
 1767	 163.5	60869	15.152	15.600	2.8142081	0.0000014	0.509
 1768	 163.5	60870	15.393	16.134	3.2801861	0.0000024	0.518
 1769	 162.5	60	15.410	16.089	2.0801626	0.0000024	0.162
 1770	 159.5	790	17.425	18.310	1.0224458	0.0000050	0.203
 1771	 106.2	15366	14.588	15.292	3.5212655	0.0000242	0.207
 1772	 162.5	527	16.442	17.032	0.9471192	0.0000006	0.175
 1773	 162.7	51	15.099	15.814	3.5671152	0.0000012	0.542
 1774	 165.8	13	15.330	16.038	2.9651660	0.0000031	0.554
 1775	 162.5	1509	17.860	18.498	0.3561784	0.0000005	0.085
 1776	 162.7	171	15.605	16.325	2.5806403	0.0000009	0.498
 1777	 105.1	13121	14.939	15.745	4.6348670	0.0000094	0.391
 1778	 162.8	59229	14.849	15.651	4.8310717	0.0000028	0.475
 1779	 161.8	288	15.734	16.360	2.4442153	0.0000088	0.501
 1780	 162.5	79	15.027	15.736	3.8186769	0.0000020	0.398
 1781	 162.7	176	15.670	16.392	2.6558298	0.0000010	0.479
 1782	 162.5	80611	14.282	15.085	7.3931518	0.0000093	0.322
 1783	 162.7	72096	15.877	16.648	1.6810972	0.0000017	0.192
 1784	 160.8	35854	14.013	14.937	10.6625654	0.0000512	0.416
 1785	 163.6	6	14.646	15.432	5.5048598	0.0000164	0.468
 1786	 163.5	49	15.434	16.124	2.9116923	0.0000026	0.523
 1787	 163.5	60891	15.090	15.919	4.1520097	0.0000079	0.386
 1788	 160.5	61	16.027	16.865	2.3737101	0.0000026	0.455
 1789	 159.5	148	16.185	16.897	1.7524801	0.0000043	0.415
 1790	 161.7	223	15.707	16.410	2.6560771	0.0000013	0.330
 1791	 162.6	81803	15.035	15.735	3.6612191	0.0000019	0.446
 1792	 164.7	22667	15.332	16.001	2.8446983	0.0000026	0.536
 1793	 162.7	71997	14.834	15.738	5.6257708	0.0000051	0.392
 1794	 162.6	105	14.922	15.736	4.3328495	0.0000019	0.570
 1795	 162.8	90	15.507	16.190	2.7510771	0.0000010	0.490
 1796	 162.8	91	15.424	15.999	2.6685180	0.0000010	0.494
 1797	 161.7	57749	14.868	15.635	4.6200170	0.0000028	0.430
 1798	 161.7	98	15.194	15.898	3.3457569	0.0000016	0.438
 1799	 163.7	16	14.647	15.352	5.0033142	0.0000063	0.519
 1800	 161.8	144	15.200	15.816	3.0667343	0.0000012	0.566
 1801	 163.7	114	16.261	16.929	1.1781873	0.0000024	0.167
 1802	 162.6	81737	14.529	15.363	6.0134457	0.0000159	0.134
 1803	 163.5	71	15.518	16.140	1.9673748	0.0000046	0.198
 1804	 165.7	4	14.374	15.169	6.9266737	0.0000264	0.383
 1805	 165.7	21	15.087	15.734	2.4224040	0.0000113	0.163
 1806	 160.5	5592	18.252	18.826	0.2924278	0.0000012	0.071
 1807	 163.7	20	14.369	15.254	7.3092432	0.0000465	0.227
 1808	 161.7	72853	14.765	15.574	5.0632432	0.0000046	0.335
 1809	 161.8	18657	15.518	16.280	1.9916654	0.0000025	0.172
 1810	 162.7	245	15.662	16.342	1.7475763	0.0000023	0.207
 1811	 163.7	39253	14.934	15.563	2.7028528	0.0000073	0.241
 1812	 162.5	80901	16.054	16.707	1.3129029	0.0000008	0.419
 1813	 162.8	14275	15.487	16.252	2.7868382	0.0000015	0.307
 1814	 162.7	16573	15.156	15.889	4.0644842	0.0000041	0.273
 1815	 163.5	81	15.568	16.292	1.9275242	0.0000052	0.180
 1816	 163.7	39325	16.410	17.016	0.9201509	0.0000012	0.237
 1817	 163.6	48113	15.434	16.162	2.1220370	0.0000089	0.108
 1818	 161.8	18675	15.821	16.464	1.5743480	0.0000016	0.183
 1819	 164.6	24355	15.518	16.198	2.6939804	0.0000027	0.501
 1820	 164.6	29	15.268	16.013	3.3650634	0.0000062	0.299
 1821	 163.6	48117	14.819	-99.99	4.6163957	0.0000385	0.351
 1822	 163.6	48118	15.166	-99.99	3.4889169	0.0000108	0.537
 1823	 162.5	100610	16.566	17.112	0.7833440	0.0000005	0.213
 1824	 162.8	14283	15.448	16.185	2.9968039	0.0000016	0.393
 1825	 163.5	93	15.485	16.150	2.7985003	0.0000116	0.099
 1826	 162.8	74531	15.376	16.111	3.3485585	0.0000017	0.436
 1827	 162.7	89137	15.667	16.412	2.5384766	0.0000006	0.602
 1828	 162.8	74494	14.352	14.977	3.7950647	0.0000192	0.051
 1829	 163.7	59	15.255	15.959	2.1625189	0.0000095	0.192
 1830	 163.5	99	15.434	16.173	3.0250181	0.0000061	0.319
 1831	 162.7	88973	14.379	15.075	5.7314680	0.0000030	0.567
 1832	 165.6	155	16.738	17.388	0.7660843	0.0000017	0.172
 1833	 161.7	72831	13.091	14.064	19.1635310	0.0000587	0.575
 1834	 160.8	44601	16.736	17.459	0.8772052	0.0000013	0.191
 1835	 165.8	18614	14.404	15.240	7.2534884	0.0002215	0.085
 1836	 162.7	16606	14.781	15.353	2.6815068	0.0000027	0.233
 1837	 160.7	41551	16.334	17.001	1.0699227	0.0000019	0.175
 1838	 162.6	101753	15.648	16.294	1.6431880	0.0000016	0.124
 1839	 162.6	103174	17.998	18.601	0.3415128	0.0000004	0.091
 1840	 163.5	14183	14.640	15.274	4.6801609	0.0000055	0.560
 1841	 161.8	84056	14.741	15.494	4.9392858	0.0000039	0.357
 1842	 162.7	16618	14.704	15.504	5.4917062	0.0000045	0.353
 1843	 162.8	74571	14.853	15.595	4.4836463	0.0000034	0.426
 1844	 164.7	28240	15.361	16.118	3.2891043	0.0000049	0.458
 1845	 163.6	61385	15.791	16.422	2.0697573	0.0000019	0.394
 1846	 163.7	49394	15.104	15.821	3.5841085	0.0000044	0.492
 1847	 161.6	14207	16.866	17.354	0.5795095	0.0000003	0.237
 1848	 161.6	13817	15.377	16.152	3.3208465	0.0000020	0.464
 1849	 162.8	74587	15.288	16.040	3.4096616	0.0000015	0.432
 1850	 161.6	59596	15.419	16.300	3.7864417	0.0000083	0.357
 1851	 161.7	31589	14.910	15.582	3.8985084	0.0000018	0.516
 1852	 164.8	4834	16.408	17.094	1.0377660	0.0000022	0.166
 1853	 163.7	49365	14.688	15.398	3.3051850	0.0000152	0.205
 1854	 160.6	38740	15.482	16.145	2.0916306	0.0000071	0.132
 1855	 161.7	87416	16.536	17.125	0.8348464	0.0000005	0.200
 1856	 162.7	34535	15.997	16.704	2.0753594	0.0000007	0.523
 1857	 162.6	39830	14.786	15.551	4.8203638	0.0000047	0.298
 1858	 164.7	5637	15.478	16.114	1.9418839	0.0000127	0.190
 1859	 160.8	53043	15.913	16.573	1.3478897	0.0000022	0.237
 1860	 162.5	40889	15.266	15.902	2.0013048	0.0000016	0.250
 1861	 161.7	87326	16.420	17.055	0.9575345	0.0000023	0.172
 1862	 161.8	35298	13.771	14.742	13.1248495	0.0000241	0.420
 1863	 160.8	53208	16.914	17.541	0.7158781	0.0000011	0.214
 1864	 162.5	41028	15.699	16.293	1.4433607	0.0000031	0.226
 1865	 163.5	91256	15.381	16.179	3.2529790	0.0000130	0.353
 1866	 159.6	15624	14.262	15.015	7.1333632	0.0000341	0.452
 1867	 162.7	108614	14.283	14.910	3.9414981	0.0000118	0.087
 1868	 162.6	39779	14.353	14.950	3.6616334	0.0000101	0.080
 1869	 162.5	121075	17.995	18.516	0.2930049	0.0000002	0.159
 1870	 162.6	39783	14.446	15.224	6.0207215	0.0000043	0.486
 1871	 164.6	36775	15.370	16.103	3.0307237	0.0000038	0.504
 1872	 162.6	121870	14.535	15.347	6.3756704	0.0000220	0.108
 1873	 163.5	91273	15.410	16.165	3.0786193	0.0000067	0.492
 1874	 162.5	119821	14.935	15.516	2.3584982	0.0000021	0.214
 1875	 162.6	39996	15.666	16.364	2.3750081	0.0000010	0.414
 1876	 160.6	38748	15.056	15.853	4.0208293	0.0000103	0.306
 1877	 161.5	66129	15.785	16.497	1.5299308	0.0000030	0.173
 1878	 163.5	91280	15.187	15.865	3.6057897	0.0000078	0.448
 1879	 165.7	24434	14.875	15.483	2.5486695	0.0000199	0.068
 1880	 165.8	9135	14.047	14.841	8.5906114	0.0000354	0.505
 1881	 161.6	26853	16.979	18.267	2.2149325	0.0000072	0.275
 1882	 163.6	74869	14.654	15.258	3.1185398	0.0000073	0.229
 1883	 164.7	34176	15.394	16.030	2.9792843	0.0000178	0.188
 1884	 162.5	119765	13.967	14.649	7.7710741	0.0000073	0.561
 1885	 162.7	34421	13.987	14.647	5.8529248	0.0000158	0.172
 1886	 163.5	91394	16.315	16.844	0.8897331	0.0000015	0.156
 1887	 162.7	108625	14.634	15.456	5.6741397	0.0000035	0.523
 1888	 162.6	121883	14.573	15.344	5.4073787	0.0000038	0.419
 1889	 163.8	49344	15.108	15.918	4.0470625	0.0000113	0.295
 1890	 165.5	32697	15.382	16.035	2.9136011	0.0000037	0.465
 1891	 164.7	11482	15.265	15.996	3.3649649	0.0000043	0.483
 1892	 161.5	66060	14.786	15.645	5.2802877	0.0000145	0.441
 1893	 163.6	74907	15.228	16.003	3.7271898	0.0000106	0.226
 1894	 160.6	20472	15.223	15.957	3.4747755	0.0000068	0.465
 1895	 165.8	9140	14.614	15.421	6.4876466	0.0002555	0.080
 1896	 163.5	91404	16.309	16.897	0.9411796	0.0000012	0.310
 1897	 161.8	99501	15.639	16.060	1.0698015	0.0000130	0.025
 1898	 163.5	29956	16.443	17.106	0.9892070	0.0000024	0.174
 1899	 162.6	121970	14.931	15.600	3.9535302	0.0000014	0.573
 1900	 163.8	15847	15.485	16.177	2.8023218	0.0000027	0.478
 1901	 162.5	43010	18.041	18.733	0.2988583	0.0000002	0.148
 1902	 162.6	44716	18.327	18.861	0.2822635	0.0000002	0.141
 1903	 161.8	35315	14.420	15.196	6.6967511	0.0000072	0.386
 1904	 162.6	121977	14.836	15.520	4.0714588	0.0000015	0.583
 1905	 163.6	74920	15.732	16.437	2.5238394	0.0000031	0.362
 1906	 162.8	90470	14.917	15.484	2.4353020	0.0000037	0.153
 1907	 162.8	90478	15.520	16.304	2.9385584	0.0000036	0.237
 1908	 161.8	51697	16.011	16.609	1.1306859	0.0000009	0.145
 1909	 162.6	142885	14.985	15.691	3.7794009	0.0000019	0.442
 1910	 161.6	36850	14.055	14.958	9.5692791	0.0000128	0.489
 1911	 161.7	99749	16.714	17.265	0.7485379	0.0000004	0.204
 1912	 159.7	16188	15.044	15.897	4.8816710	0.0000083	0.606
 1913	 161.8	51714	15.921	16.579	1.3823757	0.0000016	0.132
 1914	 162.8	44238	14.899	15.772	5.0068486	0.0000068	0.239
 1915	 160.8	26819	15.677	16.340	1.7150431	0.0000133	0.060
 1916	 165.8	9166	15.173	15.801	2.1636188	0.0000047	0.279
 1917	 162.8	44247	14.726	15.353	2.9164170	0.0000027	0.237
 1918	 163.7	29333	15.925	16.606	1.4041626	0.0000031	0.166
 1919	 162.7	52900	14.537	15.200	3.4769496	0.0000054	0.195
 1920	 162.7	130367	14.483	15.313	6.6200584	0.0000070	0.369
 1921	 162.5	60931	15.287	16.033	2.8680941	0.0000018	0.416
 1922	 162.6	61348	14.444	15.181	5.9360212	0.0000039	0.497
 1923	 164.5	47573	14.781	15.463	2.9529207	0.0000133	0.232
 1924	 161.8	113707	16.072	16.708	1.8744954	0.0000004	0.633
 1925	 163.5	45543	15.845	16.467	1.6793623	0.0000018	0.171
 1926	 162.6	61428	14.662	15.553	5.9760504	0.0000082	0.501
 1927	 162.6	61429	14.596	15.332	5.2259745	0.0000033	0.448
 1928	 162.5	60876	14.341	15.108	4.4892637	0.0000103	0.244
 1929	 161.5	75823	14.686	15.470	5.8320304	0.0000235	0.299
 1930	 162.7	130983	16.566	17.210	1.1591435	0.0000003	0.445
 1931	 163.7	71620	17.067	17.528	0.5081153	0.0000005	0.253
 1932	 162.6	142933	15.171	15.803	2.9467014	0.0000016	0.532
 1933	 160.4	22666	14.085	14.899	9.3901537	0.0000370	0.594
 1934	 162.6	62034	16.686	17.641	1.2950682	0.0000014	0.199
 1935	 163.6	88955	15.075	15.648	2.2596840	0.0000068	0.218
 1936	 162.6	61354	14.459	15.267	6.4064766	0.0000086	0.351
 1937	 161.8	52104	16.364	16.969	1.0593254	0.0000007	0.188
 1938	 163.5	107186	15.054	15.797	4.0769558	0.0000023	0.389
 1939	 162.7	130387	14.580	15.403	6.0553955	0.0000051	0.515
 1940	 162.6	61448	15.016	16.432	9.3786301	0.0000449	0.189
 1941	 162.7	52982	14.542	15.498	6.8069039	0.0000185	0.228
 1942	 162.7	130391	14.154	14.878	7.1824705	0.0000083	0.431
 1943	 162.6	61456	14.962	15.933	5.5671712	0.0000081	0.440
 1944	 160.1	32702	15.802	16.480	1.5305061	0.0000037	0.156
 1945	 162.6	61462	14.845	16.032	7.6851558	0.0000130	0.354
 1946	 165.5	38047	15.198	15.990	3.4741981	0.0000059	0.465
 1947	 163.5	45487	15.343	16.103	3.3744849	0.0000019	0.354
 1948	 161.8	51664	15.017	15.676	3.9861758	0.0000030	0.468
 1949	 162.6	61360	14.357	15.319	5.3952885	0.0000067	0.331
 1950	 160.1	32660	14.784	15.740	6.6033602	0.0000257	0.331
 1951	 163.7	71455	15.640	16.280	1.6312861	0.0000035	0.200
 1952	 164.7	17092	14.193	15.006	6.7824931	0.0000653	0.179
 1953	 163.8	23728	14.450	15.238	4.1568510	0.0000287	0.233
 1954	 164.7	17093	13.670	14.615	12.9496038	0.0000755	0.581
 1955	 162.8	106240	15.668	16.422	1.8879224	0.0000047	0.109
 1956	 162.6	61367	14.377	15.244	8.8016586	0.0000349	0.355
 1957	 162.7	130399	13.633	14.634	6.8141870	0.0000125	0.239
 1958	 163.6	35883	17.160	17.679	0.5322998	0.0000025	0.060
 1959	 161.3	47442	15.580	16.471	3.6635187	0.0000047	0.600
 1960	 165.7	33913	15.276	15.986	3.4896325	0.0000056	0.480
 1961	 160.1	32725	15.637	16.274	1.8303348	0.0000036	0.269
 1962	 163.6	88973	15.160	15.729	2.1518506	0.0000057	0.224
 1963	 162.3	64	14.612	15.218	2.9761674	0.0000072	0.167
 1964	 161.1	7	14.488	15.339	6.3108739	0.0000104	0.173
 1965	 159.4	255	16.938	17.689	0.8342746	0.0000022	0.169
 1966	 162.1	240	16.782	17.332	0.6465250	0.0000003	0.229
 1967	 162.1	33	15.079	15.665	2.1432260	0.0000038	0.074
 1968	 162.2	75383	14.896	15.622	3.0831419	0.0000062	0.186
 1969	 162.2	75388	14.936	15.718	4.6800732	0.0000035	0.420
 1970	 161.4	106	15.497	16.279	3.0192341	0.0000041	0.445
 1971	 163.4	53178	15.437	16.156	2.0182012	0.0000027	0.184
 1972	 163.4	53119	14.616	15.280	3.1221481	0.0000037	0.240
 1973	 162.2	75323	13.760	14.708	12.3597921	0.0000229	0.441
 1974	 162.3	225	16.031	16.675	1.1088705	0.0000036	0.122
 1975	 164.5	47784	16.478	17.170	1.0117199	0.0000023	0.170
 1976	 162.4	81	14.770	15.423	2.8138143	0.0000063	0.211
 1977	 163.1	37492	16.049	16.692	1.6442093	0.0000010	0.522
 1978	 162.2	75395	14.899	15.634	3.1357581	0.0000049	0.185
 1979	 161.1	420	16.691	17.305	0.7408490	0.0000004	0.264
 1980	 162.2	75820	16.670	17.260	0.7292502	0.0000005	0.189
 1981	 161.2	49904	16.159	16.768	1.1516219	0.0000030	0.174
 1982	 161.4	39541	14.939	15.653	2.5846530	0.0000076	0.201
 1983	 162.2	75412	14.260	15.123	7.2946313	0.0000133	0.324
 1984	 162.2	75332	14.587	15.384	5.6016126	0.0000044	0.455
 1985	 161.2	160	16.287	17.041	2.0256021	0.0000023	0.537
 1986	 162.3	81921	14.613	15.231	5.0455416	0.0000031	0.467
 1987	 162.4	31	14.594	15.237	3.1909713	0.0000047	0.218
 1988	 162.3	37	14.544	15.365	5.2850807	0.0000137	0.422
 1989	 163.2	35	15.315	15.979	2.9355271	0.0000198	0.257
 1990	 162.3	129	14.961	15.685	4.0436880	0.0000044	0.428
 1991	 162.2	75444	15.041	15.629	2.2377159	0.0000022	0.239
 1992	 163.3	301	17.422	17.860	0.3470717	0.0000007	0.137
 1993	 164.2	19	15.432	16.189	3.0737830	0.0000059	0.398
 1994	 162.4	75727	14.021	14.676	7.7540189	0.0000066	0.525
 1995	 164.2	21486	15.408	16.179	3.1615771	0.0000115	0.247
 1996	 161.1	53693	14.456	15.135	3.8946705	0.0000097	0.189
 1997	 162.2	75350	14.466	15.034	3.2076334	0.0000083	0.107
 1998	 162.2	75463	15.267	15.933	3.0863817	0.0000015	0.519
 1999	 162.3	82031	14.859	15.545	4.1558873	0.0000023	0.440
 2000	 164.3	13	14.919	15.654	4.6901728	0.0000178	0.469
 2001	 162.3	153	14.878	15.627	4.1334321	0.0000027	0.459
 2002	 162.1	198	15.453	16.239	2.1848156	0.0000021	0.224
 2003	 162.3	167	15.151	15.914	3.5455839	0.0000021	0.366
 2004	 163.4	69441	15.430	16.192	3.1323191	0.0000016	0.366
 2005	 165.1	16	14.570	15.295	3.8264854	0.0000225	0.233
 2006	 163.3	56551	14.819	15.491	3.1428111	0.0000109	0.227
 2007	 162.3	21740	14.642	15.466	5.9934525	0.0000266	0.101
 2008	 162.3	21741	14.185	14.943	7.5187535	0.0000203	0.204
 2009	 165.4	123	17.009	18.019	0.9493450	0.0000024	0.206
 2010	 164.1	135	16.891	17.468	0.6007616	0.0000017	0.212
 2011	 162.2	95453	14.302	14.969	4.1661464	0.0000085	0.206
 2012	 162.3	21752	14.140	14.951	7.4580759	0.0000100	0.305
 2013	 163.3	56625	15.017	15.739	3.9314865	0.0000059	0.467
 2014	 163.4	86684	15.598	16.328	2.7065357	0.0000011	0.431
 2015	 160.4	27250	14.182	14.857	6.3697164	0.0000126	0.532
 2016	 159.1	15149	18.159	18.786	0.3439559	0.0000013	0.100
 2017	 162.1	75930	14.594	15.315	4.9424848	0.0000024	0.514
 2018	 162.1	14853	14.343	15.208	7.1714595	0.0000077	0.454
 2019	 162.2	36240	12.704	13.636	28.1034025	0.0002369	0.776
 2020	 159.3	14413	16.281	16.850	1.0165342	0.0000037	0.258
 2021	 163.4	17036	15.039	15.819	4.1578593	0.0000026	0.395
 2022	 162.2	95460	14.352	15.088	5.8831458	0.0000038	0.515
 2023	 165.2	19817	12.890	13.796	16.2231948	0.0002237	0.594
 2024	 162.3	22349	16.907	17.506	0.6741135	0.0000005	0.138
 2025	 164.3	173	16.780	17.344	0.7109468	0.0000012	0.239
 2026	 163.2	56381	14.881	15.390	2.2546519	0.0000082	0.113
 2027	 162.1	75948	14.897	15.677	4.4757136	0.0000046	0.277
 2028	 162.2	95467	14.018	14.788	8.0742991	0.0000059	0.475
 2029	 163.3	71667	15.386	16.146	2.8492979	0.0000160	0.348
 2030	 160.4	11070	13.468	14.475	13.8713513	0.0001308	0.297
 2031	 163.4	17065	15.167	15.848	3.1659697	0.0000012	0.532
 2032	 162.2	19035	14.865	15.473	2.5963442	0.0000028	0.156
 2033	 162.4	21255	15.867	16.610	1.4635223	0.0000038	0.175
 2034	 161.2	61603	15.027	15.574	2.1535576	0.0000161	0.056
 2035	 165.1	19202	16.020	16.646	1.3055608	0.0000023	0.238
 2036	 162.1	75960	14.643	15.293	4.4645596	0.0000022	0.525
 2037	 162.3	103529	15.016	15.626	3.4336603	0.0000068	0.293
 2038	 164.2	26890	15.270	16.073	3.5961341	0.0000094	0.377
 2039	 162.2	19207	16.115	16.755	1.5817434	0.0000006	0.362
 2040	 162.3	103532	15.458	16.183	2.7366894	0.0000016	0.298
 2041	 162.1	75966	14.709	15.467	3.4786919	0.0000065	0.196
 2042	 162.2	95484	14.234	14.982	7.0705707	0.0000060	0.395
 2043	 162.2	95486	14.332	15.181	7.3731295	0.0000136	0.210
 2044	 165.1	4547	13.995	14.782	8.7506718	0.0000268	0.502
 2045	 162.3	22607	16.787	17.408	0.6329718	0.0000003	0.247
 2046	 163.4	86745	15.187	15.789	2.1165707	0.0000031	0.157
 2047	 163.4	86747	15.748	16.492	2.4950057	0.0000009	0.496
 2048	 160.1	50901	18.199	18.769	0.2838136	0.0000005	0.128
 2049	 162.3	43527	14.129	14.803	4.5845871	0.0000084	0.177
 2050	 162.2	116868	13.930	14.637	7.4948933	0.0000056	0.545
 2051	 162.2	116870	14.088	14.833	7.3200949	0.0000059	0.512
 2052	 162.2	38539	15.218	16.009	3.7088035	0.0000023	0.379
 2053	 162.2	38475	14.319	14.989	4.0153575	0.0000048	0.187
